zone,hour,minute,second,event,baseline_water,support_water,demand_water,baseline_bread,support_bread,demand_bread,baseline_milk,support_milk,demand_milk,baseline_eggs,support_eggs,demand_eggs,baseline_snacks,support_snacks,demand_snacks,baseline_coffee,support_coffee,demand_coffee,baseline_fruits,support_fruits,demand_fruits,baseline_vegetables,support_vegetables,demand_vegetables
Dindigul,14.296666666666667,17,48,rain,39.546621018905,0,40.921616097253676,42.5310672795623,0,45.1634343289738,28.0,0,28.78892809159923,39.642402141494664,0,40.08039706043973,39.436185183781845,30,41.8767166358622,20.0,0,20.981914790427297,18.0,0,18.263372617109567,17.0,0,18.201118204306944
Theni,6.530555555555556,31,50,weekend,48.60570847549609,10,51.00476771298402,45.686464883246686,15,48.12646433802748,28.0,0,30.531151411975856,44.20381477073529,45,47.469789990280574,27.297359059343346,1,28.079564508788046,20.0,0,20.644776217315428,18.0,0,19.59205366989241,17.0,0,18.36807783724084
Nagercoil,10.871666666666668,52,18,rain,38.0797699655937,0,37.375906464849024,42.3424347694493,0,43.06073117592181,28.0,0,27.558502721200966,43.54560165478784,0,43.04669277362151,35.29953219912303,24,37.24553247045308,20.0,0,21.127179915815102,18.0,0,17.487999453859413,17.0,0,17.2332969358072
Cumbum,21.82138888888889,49,17,weekend,29.471411633262974,8,31.795775787331426,47.57729861243491,11,50.67194601893541,28.0,0,31.174606245899515,41.388345997514556,43,46.336821370045776,40.83514733104723,2,43.87284986256267,20.0,0,22.038184431952203,18.0,0,19.560748540407566,17.0,0,19.02892866508423
Namakkal,2.7122222222222225,42,44,weekend,32.076010226182866,4,27.736709637541257,43.244467826232395,17,37.06833801029888,28.0,0,25.40090554352852,43.77988940216618,40,39.579850962418014,49.65261377539575,3,43.539373708848494,20.0,0,17.68534444012556,18.0,0,16.643294272289843,17.0,0,15.71647031342864
Kanyakumari,3.874722222222222,52,29,weekend,49.216612829768266,1,42.6522175172022,39.23145357341949,16,33.7139944153683,28.0,0,25.927384335000674,46.56479008021971,54,42.173804360662736,41.863832915295156,0,36.97185234980668,20.0,0,17.47649393122657,18.0,0,16.11020478026683,17.0,0,15.274315599456699
Dharmapuri,7.054722222222222,3,17,rain,39.52700671836661,0,41.41067847482273,38.715080833617264,0,42.04004904019327,28.0,0,29.19273112460425,47.03003548747523,0,48.962159970334696,40.070630429811445,20,43.71442420386629,20.0,0,22.235813634508567,18.0,0,18.06463398134595,17.0,0,18.36547991557017
Salem,19.166944444444447,10,1,weekend,29.93637876614546,8,32.55474292345151,35.6293468389831,15,39.68312738085031,28.0,0,32.37302096354227,42.795009738268384,52,48.03183701804501,32.0154388677313,4,34.71605084496552,20.0,0,21.70826577121505,18.0,0,20.783965435399573,17.0,0,19.8890719016958
Krishnagiri,14.418333333333333,25,6,weekend,22.021440552288443,5,23.08537088267735,33.98704088769471,17,34.4281116835373,28.0,0,29.668938385254613,43.91159023305815,59,45.4990342848029,48.179345098962024,2,48.443328497941046,20.0,0,19.89502530967743,18.0,0,19.566298826781075,17.0,0,17.59103350230096
Perambalur,1.4825000000000002,28,57,rain,39.947734156669284,0,34.24088796339829,40.604214214748886,0,37.980732167898076,28.0,0,25.026158375264178,42.830884456520046,0,38.19904455593859,47.42780520358114,28,43.92877661437338,20.0,0,19.29446948990456,18.0,0,15.75656453412682,17.0,0,16.019875863800976
Dharmapuri,4.246666666666667,14,48,normal,30.821988115774875,13,26.78578096401386,38.085268435163854,35,34.26205021545237,28.0,0,25.26998209073255,47.03003548747523,0,42.25495459531986,43.79800442850418,5,38.304396376260726,20.0,0,17.94250575117398,18.0,0,16.33138380937311,17.0,0,14.67275276433663
Coimbatore,17.770833333333332,46,15,weekend,43.767768157330956,5,42.54404376216514,39.566282936927436,19,39.41103390409055,28.0,0,29.392336221653487,43.85765828683595,66,44.66938810645691,40.68923477348823,3,40.83879756126461,20.0,0,19.586986012352213,18.0,0,18.231465090531206,17.0,0,18.168995664275407
Virudhunagar,8.217222222222222,13,2,rain,44.350793481000736,0,46.05213121118257,39.17951110800057,0,42.93154802237674,28.0,0,29.769270031799376,40.43468399020969,0,42.61257685519191,36.442483195672004,35,40.304005081685624,20.0,0,21.59090184995347,18.0,0,18.718917326523446,17.0,0,19.025003826341212
Pudukottai,8.94888888888889,56,56,normal,40.17823385325815,17,41.34780626781244,42.63016247598119,46,44.74237065940846,28.0,0,28.902909630965542,47.052339145013335,0,48.46941659247718,26.472202597790183,3,27.76158242485758,20.0,0,21.667447585511766,18.0,0,18.827503467613518,17.0,0,18.378023366090762
Viluppuram,1.4841666666666666,29,3,normal,32.311841906357756,18,28.268927527258388,42.33646153154534,37,37.586757826306616,28.0,0,25.6482946457036,42.84054514959321,0,37.92594745651297,27.330810800132806,3,23.69865944037523,20.0,0,18.13240213728394,18.0,0,15.734672405401312,17.0,0,15.188785075604681
Viluppuram,19.00583333333333,0,21,weekend,34.90452850109481,5,37.26836527246972,35.84218079539566,16,37.21042767142229,28.0,0,30.883375446891655,42.84054514959321,47,48.424558860578735,33.81871210393652,3,36.13322747848224,20.0,0,21.314778068402344,18.0,0,19.09698287313313,17.0,0,18.29318255277111
Virudhunagar,20.752777777777776,45,10,rain,44.350793481000736,0,48.185136293224566,39.17951110800057,0,43.35785245093818,28.0,0,29.648407764238776,40.43468399020969,0,44.02623763595313,36.442483195672004,35,41.85602014636529,20.0,0,22.98899546606983,18.0,0,19.858283732933756,17.0,0,18.280024614584203
Namakkal,17.296944444444446,17,49,weekend,32.076010226182866,4,31.93613096896153,43.244467826232395,17,43.03322433346542,28.0,0,30.37333098883729,43.77988940216618,40,45.79955601999882,49.65261377539575,3,50.19883925929925,20.0,0,20.065907402860216,18.0,0,19.195880220847858,17.0,0,18.694260621956815
Tirunelveli,16.130555555555556,7,50,normal,39.624756883282366,19,39.11171372185901,38.380917836502896,36,38.49763884458606,28.0,0,29.207025409124675,42.33256633042416,0,42.35519918616857,44.56365019926856,7,44.639008934659074,20.0,0,19.74531551499616,18.0,0,18.721457854119308,17.0,0,17.05578138945895
Trichy,20.37777777777778,22,40,normal,32.479306100110314,13,35.18869999203053,42.755118180850474,24,46.63774427074073,28.0,0,30.221617007189447,43.72134429055531,0,46.61937499531136,40.05433803692343,0,43.341184751917126,20.0,0,21.579905600375053,18.0,0,18.809171094763173,17.0,0,18.408086230380253
Namakkal,2.824444444444444,49,28,normal,46.000408795715074,17,39.858793248366176,47.500537005433976,36,41.62285811094196,28.0,0,23.79858495374289,43.77988940216618,0,37.78178965773233,29.12477557085127,4,24.877350455005033,20.0,0,17.93385778580152,18.0,0,15.561619319074222,17.0,0,14.353747315242448
Trichy,20.235555555555557,14,8,normal,32.479306100110314,13,35.78806031686561,42.755118180850474,24,47.359985117905175,28.0,0,29.72575717857096,43.72134429055531,0,48.59529969001553,40.05433803692343,0,43.77255273277477,20.0,0,22.46305088069594,18.0,0,18.79707168827107,17.0,0,18.73249455043948
Madurai,21.84361111111111,50,37,normal,48.966707744846985,17,52.952714375456644,42.86713061014949,38,46.29490133668862,28.0,0,30.129223046039872,49.76319964741091,0,53.211563573463906,26.79408785599537,2,28.805105568806145,20.0,0,20.96312995721269,18.0,0,19.088437422957607,17.0,0,18.165471887181937
Ramanadhapuram,0.29388888888888887,17,38,rain,38.663502020988375,0,34.36206393845632,46.168240212269,0,42.37014104162281,28.0,0,25.080974152698033,47.605870671869134,0,42.122780610713875,42.24953654856638,22,39.38861630516286,20.0,0,18.519985380232647,18.0,0,15.817777392987399,17.0,0,15.407262314260107
Trichy,14.645,38,42,rain,31.886725557283217,0,30.942524122163185,41.163907526226495,0,42.90099743199884,28.0,0,28.263675732862687,43.72134429055531,0,43.694922239850136,40.05433803692343,23,41.61010298904514,20.0,0,19.977107533843213,18.0,0,18.155174165248926,17.0,0,17.75037535376514
Tenkasi,5.345833333333333,20,45,rain,37.54459048558374,0,35.19812744897291,38.936052625740416,0,38.39774626524134,28.0,0,24.73543901949071,46.84848003316055,0,44.25394915711078,43.719207655035106,20,42.88488117421509,20.0,0,20.594980494322023,18.0,0,16.35136709301828,17.0,0,15.770665919267474
Tirunelveli,19.37638888888889,22,35,normal,39.624756883282366,19,42.9257267744695,38.380917836502896,36,41.24621651686834,28.0,0,30.632348832664018,42.33256633042416,0,45.096779713166555,44.56365019926856,7,48.63495986835182,20.0,0,21.66513916285126,18.0,0,19.38607908571313,17.0,0,17.66098800913388
Ooty,18.352777777777778,21,10,weekend,23.42485009104321,7,25.67191994444503,42.15278264391995,13,46.53246637613754,28.0,0,31.520533075624908,46.91917691378848,45,53.60490765132712,49.23476274080344,2,53.35669777406712,20.0,0,21.582416920567784,18.0,0,20.20429103469873,17.0,0,18.824200274228698
Viluppuram,19.06361111111111,3,49,normal,32.311841906357756,18,34.934154325809764,42.33646153154534,37,45.38310711137437,28.0,0,30.078898256256927,42.84054514959321,0,46.53006862903541,27.330810800132806,3,29.442805062576234,20.0,0,22.234534448234438,18.0,0,19.64976672604528,17.0,0,18.253370709105706
Coimbatore,14.525,31,30,weekend,43.767768157330956,5,43.36440606043336,39.566282936927436,19,39.51219910842631,28.0,0,27.966787387329127,43.85765828683595,66,45.27149129449351,40.68923477348823,3,41.30170410402629,20.0,0,19.918775669383596,18.0,0,18.618790604172435,17.0,0,17.802208022327104
Namakkal,17.4225,25,21,weekend,32.076010226182866,4,31.927646930160847,43.244467826232395,17,43.28960462722404,28.0,0,29.14869644731687,43.77988940216618,40,46.35696047517022,49.65261377539575,3,48.44948069517462,20.0,0,19.59848814152843,18.0,0,18.749743239521127,17.0,0,17.217229373427024
Perambalur,10.826666666666666,49,36,rain,39.947734156669284,0,37.975864312337706,40.604214214748886,0,41.91570698513639,28.0,0,27.19182499957118,42.830884456520046,0,41.28746429834622,47.42780520358114,28,48.94480384493828,20.0,0,20.707917883709456,18.0,0,17.51806728803143,17.0,0,17.55730553722343
Perambalur,22.403333333333332,24,12,weekend,40.759418109477394,5,36.27294320211968,39.31380979747918,23,35.28701619182116,28.0,0,26.36026739031196,42.830884456520046,43,38.968097353722065,19.036711661493786,3,16.291616894106035,20.0,0,18.3016627174728,18.0,0,16.724447469830558,17.0,0,15.576939037622486
Kanyakumari,9.495277777777776,29,43,normal,40.91867763801298,14,42.936629968296785,41.22047902430772,46,42.495674709644746,28.0,0,29.380072318022453,46.56479008021971,0,48.083621179821414,40.049794546320875,8,41.03409724430311,20.0,0,20.63900120549374,18.0,0,18.75737757471165,17.0,0,16.833932330011685
Tirunelveli,4.720555555555555,43,14,normal,39.624756883282366,19,34.122418374864665,38.380917836502896,36,34.11932930678628,28.0,0,23.894680462689266,42.33256633042416,0,37.20605912185821,44.56365019926856,7,39.56401266703615,20.0,0,17.383499700852294,18.0,0,15.147034048454794,17.0,0,13.93626487762883
Pudukottai,23.22138888888889,13,17,rain,39.01988715770722,0,34.135266322850065,40.46523697096036,0,37.21350360321471,28.0,0,25.22651745877315,47.052339145013335,0,41.99519160180012,38.27290797059502,23,35.10131016184715,20.0,0,18.358871714219212,18.0,0,15.56830617143228,17.0,0,16.641204177629653
Virudhunagar,8.726111111111111,43,34,normal,40.22809075568417,9,40.732976748681544,44.41962434322648,37,44.6522565093548,28.0,0,28.60871710413963,40.43468399020969,0,40.84396799097631,29.218368644243697,9,30.218939555978963,20.0,0,21.19024984777865,18.0,0,19.26969994798266,17.0,0,17.45319069191923
Karur,13.474722222222223,28,29,normal,35.06662939339528,11,34.521124437833286,42.8568280809084,38,41.505541987064255,28.0,0,27.47628758254469,44.75094055807841,0,43.582504763891194,46.32712388343816,6,45.44904377966326,20.0,0,19.57669831102879,18.0,0,16.188332954728704,17.0,0,16.675520259276826
Tenkasi,14.015555555555556,0,56,weekend,39.97890079277373,6,40.76173075959908,33.21914342462593,16,34.09407319295646,28.0,0,29.506553488190285,46.84848003316055,60,49.95305260010342,27.704370543179156,1,27.69585787892368,20.0,0,19.37499188601602,18.0,0,19.29653955635209,17.0,0,16.949541425859646
Kanyakumari,0.8966666666666666,53,48,weekend,49.216612829768266,1,42.78591621363717,39.23145357341949,16,34.281710035017085,28.0,0,25.023405005687902,46.56479008021971,54,41.85737848647244,41.863832915295156,0,37.00541426927983,20.0,0,17.288605069841637,18.0,0,16.060251096208045,17.0,0,15.131411858836366
Nagercoil,22.47833333333333,28,42,rain,38.0797699655937,0,33.31847177710553,42.3424347694493,0,39.63928225933937,28.0,0,24.198452176536417,43.54560165478784,0,38.50501801697768,35.29953219912303,24,33.64667782378658,20.0,0,18.57649709468505,18.0,0,15.494478909479616,17.0,0,15.896139898223302
Chennai,10.403333333333334,24,12,weekend,38.07906527215725,6,37.46336979859954,41.16424113198611,15,40.4664245754846,28.0,0,28.812214068638305,46.755116111988286,55,47.764630911411224,25.222384006616462,2,24.83455263582863,20.0,0,20.598738607582877,18.0,0,18.41127336876646,17.0,0,17.64676230449369
Perambalur,7.073055555555555,4,23,normal,39.13605020386118,20,40.675811655331024,41.89461863201859,28,44.05448646641163,28.0,0,28.734583580849854,42.830884456520046,0,43.77214701213227,31.96351280649583,5,33.06990035699956,20.0,0,20.0725047487357,18.0,0,18.718934494827295,17.0,0,17.321553237483343
Tenkasi,8.703888888888889,42,14,weekend,39.97890079277373,6,40.417924311351456,33.21914342462593,16,33.99608483483358,28.0,0,29.440695428750676,46.84848003316055,60,50.161595891651025,27.704370543179156,1,28.935287040995426,20.0,0,20.59480466443143,18.0,0,19.645405813351704,17.0,0,18.259210583982288
Viluppuram,22.942777777777778,56,34,rain,33.60818520372628,0,30.17094243164435,39.0893211634705,0,35.44578510616199,28.0,0,25.187078321395376,42.84054514959321,0,37.17626512817866,34.04026235129214,24,30.760319997034866,20.0,0,19.064693183111963,18.0,0,16.31994223029846,17.0,0,15.150637225261157
Karur,13.108055555555556,6,29,rain,31.99517790958504,0,31.53584624949404,37.73247184428588,0,38.97336598647331,28.0,0,26.491631866484163,44.75094055807841,0,43.49691347895704,43.03240121394373,28,44.81686286444151,20.0,0,20.613087591557214,18.0,0,17.000152406285387,17.0,0,18.550944228757714
Karur,22.961111111111112,57,40,normal,35.06662939339528,11,30.391159421207476,42.8568280809084,38,37.36416605882284,28.0,0,24.23107530195106,44.75094055807841,0,39.236808003803965,46.32712388343816,6,41.09692408336925,20.0,0,17.643887251669845,18.0,0,16.232525215559598,17.0,0,14.591388967778935
Nagercoil,7.8225,49,21,rain,38.0797699655937,0,39.22542611035379,42.3424347694493,0,45.532892289098925,28.0,0,28.949524546049275,43.54560165478784,0,44.869208788776774,35.29953219912303,24,38.268646727573,20.0,0,21.181619130221776,18.0,0,18.54937404949862,17.0,0,18.237616376235323
Theni,6.401666666666667,24,6,rain,38.19004885214979,0,41.31654753858701,44.333205526315936,0,49.31700586789204,28.0,0,29.747304975253737,44.20381477073529,0,46.597338832323835,45.05616956083969,11,49.686173102878136,20.0,0,21.958552820958644,18.0,0,19.053846031473253,17.0,0,18.998286753848326
Salem,4.711111111111111,42,40,normal,30.991852204279624,15,27.39681545766123,46.51115891623186,37,39.031618571769904,28.0,0,24.24469160839105,42.795009738268384,0,37.68551461310173,39.490013090154434,3,35.076649812199186,20.0,0,17.005243870937438,18.0,0,15.510109671934847,17.0,0,13.631904301986243
Krishnagiri,2.716111111111111,42,58,rain,28.037994978054734,0,24.19178973010842,36.90394139758206,0,34.00488334484333,28.0,0,24.269438409450512,43.91159023305815,0,38.07409980219915,39.092342191470394,32,35.61739809276259,20.0,0,18.434413667986345,18.0,0,16.03656846052871,17.0,0,15.33732302416458
Chennai,22.122222222222224,7,20,normal,39.304323934908425,15,34.82447354068516,39.433081213781136,32,34.76044586299435,28.0,0,24.92512666333937,46.755116111988286,0,41.32341561520995,26.618243730497205,4,23.559727701155982,20.0,0,17.480863762487,18.0,0,15.269002970273618,17.0,0,14.320290291760214
Kanyakumari,3.129166666666667,7,45,normal,40.91867763801298,14,36.83866632618097,41.22047902430772,46,37.11985660210976,28.0,0,25.037519493879334,46.56479008021971,0,41.04640222102382,40.049794546320875,8,35.3718844025821,20.0,0,17.355899504010427,18.0,0,15.498342384484351,17.0,0,14.59011451897249
Ramanadhapuram,9.638055555555555,38,17,rain,38.663502020988375,0,40.74815567963684,46.168240212269,0,49.66424189777775,28.0,0,29.25624895993319,47.605870671869134,0,48.86491423362677,42.24953654856638,22,45.76136442063364,20.0,0,22.197262622087518,18.0,0,18.402025957927076,17.0,0,18.09250944794938
Vellore,3.6030555555555557,36,11,normal,46.98525613981706,17,41.0027790899674,44.916077602585744,39,39.42564924568548,28.0,0,23.80737585619309,48.19899329625811,0,42.257710275789044,35.09685323626527,7,31.183213993556432,20.0,0,17.565090321823003,18.0,0,16.27605234322502,17.0,0,15.16950876537158
Coimbatore,8.467777777777778,28,4,normal,38.58726764809433,20,39.75931863145751,40.285698826583115,40,41.96400010856693,28.0,0,29.098475298408033,43.85765828683595,0,46.5101180126192,42.11676363644483,7,43.845312736027935,20.0,0,21.24558929260419,18.0,0,18.619501540027912,17.0,0,17.92544557640365
Krishnagiri,23.636944444444445,38,13,weekend,22.021440552288443,5,19.10919610880084,33.98704088769471,17,30.02479811391063,28.0,0,25.386747728102215,43.91159023305815,59,39.30291493403033,48.179345098962024,2,42.580322503677294,20.0,0,16.258533677668808,18.0,0,16.170710579775736,17.0,0,15.18295365612602
Nagercoil,7.934722222222223,56,5,weekend,36.76187015471747,8,38.6326500125728,42.983592760115535,16,45.106736537763354,28.0,0,30.354118227572123,43.54560165478784,44,45.98436950259624,22.49218157320404,4,24.576921245987826,20.0,0,20.628847137397916,18.0,0,20.413680382503152,17.0,0,17.755407940352494
Bodi,3.4869444444444446,29,13,normal,43.7691805850676,17,38.39293968239416,45.10647409133021,38,40.19040425495359,28.0,0,25.012404739127433,46.312237496988104,0,40.91047147574841,35.005235627037244,7,31.217334818907375,20.0,0,17.743520552157396,18.0,0,16.114867007945712,17.0,0,14.677216150443325
Salem,7.956944444444445,57,25,normal,30.991852204279624,15,31.970089332279443,46.51115891623186,37,47.809430508243494,28.0,0,28.62416218177846,42.795009738268384,0,44.36600235295231,39.490013090154434,3,41.48845826181107,20.0,0,20.325526966628946,18.0,0,17.98572253082934,17.0,0,17.96331118824514
Salem,19.054722222222225,3,17,rain,30.46411548521254,0,33.305712543583056,41.07025287760748,0,46.658001292880634,28.0,0,29.986863180666493,42.795009738268384,0,46.39352048724724,42.90399215480497,33,47.98533920344379,20.0,0,21.985807793227778,18.0,0,18.971663406550135,17.0,0,19.47073652248553
Namakkal,5.070277777777777,4,13,normal,46.000408795715074,17,43.34130810276514,47.500537005433976,36,43.52336528585469,28.0,0,26.13022409157474,43.77988940216618,0,41.42375810524673,29.12477557085127,4,26.950727263534965,20.0,0,18.379084331566432,18.0,0,16.122609354858955,17.0,0,16.21025777461976
Salem,10.751666666666667,45,6,weekend,29.93637876614546,8,29.443003082530065,35.6293468389831,15,34.95465479272812,28.0,0,28.871696903964025,42.795009738268384,52,43.36335998659618,32.0154388677313,4,31.549497454055587,20.0,0,19.922340131314847,18.0,0,17.95211260137481,17.0,0,16.91860623281435
Tenkasi,20.168333333333333,10,6,weekend,39.97890079277373,6,43.3080353576159,33.21914342462593,16,36.37983106451611,28.0,0,31.515112015684284,46.84848003316055,60,53.69358399117408,27.704370543179156,1,29.588886405619313,20.0,0,21.28938998402523,18.0,0,20.22548199305007,17.0,0,19.66057726192792
Ooty,0.8477777777777779,50,52,normal,33.753341488930886,13,29.097160710604175,46.373995039336926,37,41.134154274323244,28.0,0,24.553734488527237,46.91917691378848,0,42.21794412685179,36.06306576188319,4,31.73854373369851,20.0,0,18.580607198260815,18.0,0,15.695308701363782,17.0,0,15.491205486655684
Tirunelveli,7.586388888888888,35,11,weekend,38.840222090008695,8,39.26804593466662,44.39081528207452,12,46.14182350553912,28.0,0,30.043040122542205,42.33256633042416,60,45.53293919269997,26.651075201973363,2,27.397849004153052,20.0,0,20.298355562747055,18.0,0,18.59881615328767,17.0,0,18.405048296806616
Dindigul,23.824166666666667,49,27,weekend,40.589860157463335,10,35.501344940780534,40.43167877293759,10,34.43808887628634,28.0,0,24.80511127923145,39.642402141494664,38,35.4186906393799,46.122076154386654,1,40.22623687005018,20.0,0,16.900176064672674,18.0,0,15.590037701760467,17.0,0,14.958470613333263
Virudhunagar,17.649166666666666,38,57,rain,44.350793481000736,0,45.27229929529931,39.17951110800057,0,40.2987743473469,28.0,0,28.023175309060065,40.43468399020969,0,40.44151730374952,36.442483195672004,35,37.73322323629469,20.0,0,21.005745752915978,18.0,0,18.31450218550984,17.0,0,17.861871015105955
Perambalur,7.001944444444445,0,7,normal,39.13605020386118,20,41.0440759273624,41.89461863201859,28,44.04933178241189,28.0,0,29.217178137619165,42.830884456520046,0,44.71187636666842,31.96351280649583,5,33.349770661712505,20.0,0,20.727279644658733,18.0,0,18.86639536955436,17.0,0,17.46907140752294
Theni,6.7683333333333335,46,6,normal,27.774389228803496,7,28.82821808145468,42.97994616938519,36,45.26900751050128,28.0,0,29.43897495569078,44.20381477073529,0,46.81440191748607,31.262434629525817,6,32.636050916643576,20.0,0,20.782793347174422,18.0,0,18.038688724684487,17.0,0,17.90259572313693
