zone,hour,minute,second,event,demand_water,demand_bread,demand_milk,demand_eggs,demand_snacks,demand_coffee,demand_fruits,demand_vegetables
Z5,0.33888888888888885,20,20,normal,30.40697738551987,18.844408211817786,15.880107303940434,16.774049465352512,12.541503791285846,11.539946893620627,12.915191688229626,13.5889080508593
Z4,21.758333333333333,45,30,rain,68.99660090341948,39.142032100491356,42.288401741192644,41.11392659088323,36.181296896839704,31.14739728864849,27.96279719288713,24.684628461188836
Z6,15.919444444444444,55,10,weekend,47.14726881528526,25.563993746330052,32.03930070152649,27.264170720180857,30.03850035954974,23.322057971403474,18.305231245561565,17.6149913127186
Z5,18.83888888888889,50,20,normal,52.76849961555434,22.988887314891365,29.910161350096143,25.310334072352923,26.225186905277038,21.05660496301706,19.984310314069518,18.93660247889029
Z5,0.33888888888888885,20,20,rain,32.54548114529693,17.152455236461964,24.491910679391246,22.98955322172309,16.81839039149692,16.6700444533774,15.71592300919509,10.559532295942798
Z3,18.17777777777778,10,40,normal,53.52021574915014,24.584461301713436,35.14400059046362,33.84257180227341,29.203564332029202,18.902745350435808,22.2298227080515,17.088555339305213
Z4,9.758333333333333,45,30,normal,32.95338949338435,17.381966970856805,18.980696659716727,24.228392585226477,15.372885515984201,18.564925398040668,12.407959138074972,10.942308940956714
Z2,9.097222222222223,5,50,weekend,30.849174139785315,17.664678119208993,24.68288385498308,18.433909211353022,17.476513131838423,18.131585632476256,9.597911425476552,10.408397877301248
Z4,15.258333333333333,15,30,normal,48.05346904822005,29.36688541818542,28.696242754078515,30.564586252013775,25.8500330092135,20.471003199932507,16.76510804117129,12.71993075069562
Z3,18.17777777777778,10,40,normal,55.893834238163116,27.773547880844145,36.17307748908593,36.41936127402546,27.731587897298304,24.35115772990706,22.775666585583693,14.299757377955086
Z2,21.09722222222222,5,50,weekend,52.85227012779987,32.86380004020552,38.26349005170044,32.761963339337214,32.20697120467059,31.958426623720825,24.041812109799462,19.58042751394007
Z4,3.2583333333333333,15,30,normal,36.150406968862846,20.66519136954957,22.368454319171164,22.92207168099801,17.292267467344672,15.386127682728535,11.619532241142878,14.35596221418327
Z3,18.17777777777778,10,40,rain,60.11845704353901,30.87846090408091,38.69771022773085,35.0485104204094,34.338513031174145,30.500442178625807,30.823742785002864,25.151481811936826
Z5,18.83888888888889,50,20,weekend,51.77149957158887,26.807567431618956,37.835860137450894,32.07025472901084,26.394412567096758,21.25373632678597,22.826459007382432,23.827551820037673
Z6,9.419444444444444,25,10,normal,36.78667167671266,19.036876484373295,22.380384442157972,23.08567808669234,22.630355480649808,19.299331831173834,11.458571050844384,17.687151109262086
Z3,18.17777777777778,10,40,rain,64.23185501665012,31.691481976557906,39.61833324496274,42.776978283439256,33.68793795812333,34.43031250042876,26.380098673742157,25.006915470807673
Z1,6.5,30,0,normal,46.60501399304541,23.28624093055524,29.988521634107155,30.711278280700373,29.286676522781313,23.5336691483219,17.789750742846046,17.98733090212969
Z1,0.0,0,0,normal,37.27759974624651,17.560745290483545,18.382840048272996,18.152498870764273,20.295360259524767,11.210235869496083,12.117447321647939,9.722827765006407
Z2,15.597222222222223,35,50,weekend,42.61023126977995,22.25475257962178,27.336873594274454,27.616647350243802,25.310658702816337,21.81891486544787,17.839462095115227,12.742138432730185
Z4,3.2583333333333333,15,30,rain,39.418383157651036,24.329185712791467,22.465174801178414,22.11659908920197,21.417438010827457,21.948460221359156,20.165914260816592,19.242208125800847
Z4,9.758333333333333,45,30,rain,39.37573014197804,23.880793303151453,27.992992618975293,26.209689461365784,19.44950449482887,21.965528884276182,14.71804903709569,21.988802128183668
Z1,0.0,0,0,normal,36.452519406613746,12.458770235634294,17.689958010215257,15.846736887096055,20.226087450722595,13.707798035884473,16.254868454240217,13.964178822729242
Z4,21.758333333333333,45,30,normal,59.58374174218373,31.572141011794457,40.04672267843897,31.36219735815022,27.040221169214362,24.173438824142938,16.52104360897849,24.331913051949236
Z2,9.097222222222223,5,50,normal,34.14497037684191,16.380306597408634,20.19490357197855,22.146432815763514,16.744523999554158,17.455278000482764,15.101172602313921,12.242383861741496
Z1,12.0,0,0,weekend,43.41377232921786,31.66426347689776,32.98995374780456,29.629452800128938,25.478826507422376,20.676888027482814,20.95539096103271,16.04086929366394
Z3,12.677777777777777,40,40,normal,41.846310127209065,15.30750275672628,18.85900141615327,24.40297701373969,22.552000814763595,17.592289899466092,16.30994949942634,8.796813024990929
Z6,3.9194444444444443,55,10,weekend,33.606790459114464,19.332345871232583,28.432760538105736,25.212898674682215,22.567070142510264,19.2689816497058,16.62377629696206,9.263279189336629
Z2,21.09722222222222,5,50,weekend,63.57144660351993,31.523946729131826,42.527452731651195,36.62688241518439,32.732482908426434,26.828021801318652,17.578846840853444,19.198621220717797
Z2,15.597222222222223,35,50,weekend,47.31377542491868,22.278913692041424,33.2865690344496,21.55405046944606,21.559210373480216,21.912068034738915,16.51419041085663,21.488333435354683
Z1,12.0,0,0,normal,41.616072803852916,24.607419679179554,27.559832914108696,21.947729483509228,24.043647990419284,14.6810892523814,17.128725444667054,13.999927131871605
Z4,21.758333333333333,45,30,weekend,62.71668470100411,35.44537354193407,43.23917092931537,42.43292653719989,30.74997289803055,26.84188360533333,22.25102621050286,20.423763438494802
Z2,3.5972222222222223,35,50,normal,28.442382259654156,14.906155251166528,20.186240190553175,16.604692733271705,16.434773543439636,15.318113335287672,12.581454254628667,8.454554237825294
Z5,0.33888888888888885,20,20,weekend,33.21972429563373,15.523701781103517,20.5975598411787,14.90174811526473,15.298222649717443,17.059687912374876,17.144086381161543,11.497841956845466
Z3,0.6777777777777777,40,40,rain,33.02126259712918,17.828897830055713,21.642255097539294,22.3870038972057,14.527764178101236,16.66552370084458,15.987355302259672,12.621309200328904
Z1,0.0,0,0,rain,41.388366911030424,25.081836368648577,23.282090424242586,22.799695034597683,20.352119165855118,16.0583927922434,14.420901369619674,12.07506316163285
Z1,18.5,30,0,rain,63.52275520399227,37.06120007946391,47.1399811743414,41.00770734243564,43.707987228949705,34.886549812701695,23.901790788334058,20.854044986084446
Z4,15.258333333333333,15,30,rain,52.20875460087427,28.097539670160984,33.97058560718099,35.61801330090479,29.383059088488125,30.272406799599192,19.516881675002352,24.243689949274877
Z4,9.758333333333333,45,30,rain,39.413223185389256,20.438049978799924,26.085900033246748,28.010153893214223,21.106214266071937,19.46422288938462,17.274097773097694,15.484004456273306
Z6,15.919444444444444,55,10,rain,51.682256177918504,27.176323840572458,29.51251940602776,32.049764053023914,33.62622842906117,29.13076988112462,20.348926109522754,17.608206770783664
Z1,6.5,30,0,rain,58.67317481245143,33.78450137556836,30.620320675687196,30.872396214331246,43.219100587875694,28.712617360780555,19.190500722242536,28.022646526795377
Z1,0.0,0,0,weekend,36.526176547508314,19.888255987345357,24.439483664555567,24.59337253395763,25.48572944774963,14.416422715579072,13.636963356381273,13.916102259167781
Z6,15.919444444444444,55,10,rain,52.40639656390666,29.27050167746088,30.468844415288025,29.90854245889671,34.12889559766562,32.420341842398855,21.266250835991084,16.18116221938431
Z4,21.758333333333333,45,30,normal,57.273314146277606,29.036352215080495,34.74124524794524,34.5023451421173,33.308215940027466,19.727981631505138,20.48441554216838,21.67187247587902
Z6,9.419444444444444,25,10,rain,38.40717307093401,22.186375421790927,22.279935793454023,22.727432979846633,28.69102420557002,29.293627611331445,12.644283166467837,19.343054181763335
Z5,0.33888888888888885,20,20,weekend,28.941775182700802,18.46595281135727,24.009252467700392,21.627174333297972,12.14287584107275,14.945499946766803,17.33694808903868,8.86906676934549
Z2,9.097222222222223,5,50,normal,32.18609924073425,17.44812722679436,19.114340091953604,14.109707960931399,12.511218598340921,15.031401015143105,9.367292940492367,12.361431401698878
Z6,21.419444444444444,25,10,normal,59.6360883401844,22.987385094703992,33.82098877911184,36.10380244266644,37.789304314106055,28.626203821238605,19.315438508746958,18.34162496525027
Z1,12.0,0,0,normal,40.94655918990879,18.864866972354395,28.946419740785842,24.56499905640107,32.165003406710184,19.85030149681234,17.371150353155038,14.469076174728587
Z6,3.9194444444444443,55,10,rain,36.62751798490002,19.59283217793599,25.727600525401837,23.9609539932305,24.765699689810646,20.858868660785575,16.159309432221587,12.652986903233671
Z5,12.33888888888889,20,20,weekend,37.568054863562665,24.029151066683312,32.226934051391225,24.172525516036583,21.294161737936715,21.05255215323583,18.95059967927582,16.887102724744036
Z5,6.838888888888889,50,20,weekend,47.16180512663927,22.36141975615561,30.330093308845036,26.601793827642233,19.59081564342798,21.86296621656553,20.916030325211146,16.191553210152545
Z1,18.5,30,0,weekend,64.48339073349982,34.11747713208818,41.94194419445947,41.31320259950834,36.22593886871892,22.09259485267627,30.27037048752973,28.603671241517503
Z4,3.2583333333333333,15,30,normal,33.977115877649474,19.064215725150763,24.06891831971561,21.75788967736729,21.601178716194056,15.983789911583651,14.099640790275494,11.292232323715707
Z5,6.838888888888889,50,20,normal,40.70636530740781,18.348834562884107,27.116464496340033,23.593084840435893,17.01567091042925,21.575363831501686,18.172460374721215,11.651527541722594
Z2,3.5972222222222223,35,50,weekend,29.85032615197004,17.501707247497098,22.268592171061037,16.254276691663836,15.85989213345851,16.020269480357978,18.001453905361597,13.677719203683523
Z1,18.5,30,0,weekend,61.951610345514304,40.56316612119161,41.405838841069006,37.309886692341294,36.62095166662481,28.964159862214558,24.402365774644505,21.76632402298237
Z6,9.419444444444444,25,10,weekend,42.392189666432614,17.357971794983637,30.817272248845054,22.144886456735712,26.65468775051107,19.682724830127725,15.219699589482577,9.246121862962669
Z6,21.419444444444444,25,10,rain,68.29777933920722,34.941678113976224,44.91269206009733,36.214052699943956,49.596858184255005,38.27708756730558,33.91768099396648,22.079623607904608
Z3,12.677777777777777,40,40,rain,40.876585054197776,27.76483484761125,28.2647267246101,22.269200874650224,23.99224885193864,24.39784634967231,19.781950392519317,18.919315616175133
Z3,12.677777777777777,40,40,rain,44.420864923553204,22.092020602282094,24.79859350858307,32.479805454744465,26.146268566532694,22.654210149910213,18.96250169736267,17.87222505026305
Z1,0.0,0,0,normal,32.00925834826572,18.22103454757931,14.01511153490361,18.3294944987879,19.60178138518448,12.575845993974035,15.460653674071327,10.762698795940427
Z4,3.2583333333333333,15,30,weekend,38.879693486193254,20.783922316342977,30.99541973239011,26.0157849574876,23.045036036038802,14.16515662554498,17.576260707006977,15.990994406678075
Z5,18.83888888888889,50,20,rain,53.631919895437456,27.962564699745798,32.378429154249396,30.38832877262582,33.50064465861607,28.948182598371666,31.172255048950994,21.44127980051033
Z5,12.33888888888889,20,20,rain,43.591958552802076,19.11083019226528,26.349940112807733,25.75861157714942,25.864621289885182,21.21251743604704,23.745844149393406,19.265375948910492
Z3,0.6777777777777777,40,40,normal,29.990132342586367,15.537175595461896,17.75872281797417,14.982610268148647,12.710863083632589,16.80381884050357,13.526033866388266,11.58341044097107
Z6,15.919444444444444,55,10,rain,50.32276662234893,25.98158845482136,28.685891576531002,30.90155277972274,35.83833532811865,27.90633534043601,20.040375107914528,18.94781530235029
Z3,0.6777777777777777,40,40,rain,30.658212267285165,18.76674679301388,24.29230122902931,19.479731299666785,20.96481150770583,18.524537527505547,17.722211827617627,15.504672929390674
Z1,6.5,30,0,normal,51.31380177216287,32.2755712023615,27.562116531670387,27.03680261324658,30.865657524688185,20.776677964858557,21.726476856397444,18.54858953588825
Z3,0.6777777777777777,40,40,normal,28.351176420056802,13.777868092244127,19.359315175272442,16.999214923161762,12.859403984125292,10.199875605361836,14.315904458771726,11.819000386629165
Z6,15.919444444444444,55,10,weekend,46.267163319985826,23.826910025970793,30.546167654187567,29.565523988362006,32.30121095353887,24.121669994637088,16.69727355509399,14.129592171242964
Z1,6.5,30,0,rain,59.570750528934376,34.99070253128035,34.53235775655822,31.82868209267488,41.527489968736006,26.400279175006613,21.70668803496246,22.357075491221085
Z1,0.0,0,0,normal,35.10847106800213,13.014808263966618,18.563038281824873,22.217739116813338,19.73213754249787,16.72189651283199,13.349415971798113,11.315912609999566
Z6,9.419444444444444,25,10,weekend,35.05001788238829,20.63319856899541,24.3896471631446,20.572729503707585,22.937730676675777,19.054514373931852,14.639552409658876,15.237122207937878
Z2,21.09722222222222,5,50,normal,59.32600871685102,21.495860590436646,31.80156710802992,29.71953461485127,29.86748999381398,23.710608903929412,19.370713972644722,20.08078612015436
Z6,21.419444444444444,25,10,normal,54.79932506999387,24.069754394971646,33.86818226506875,32.88321356272501,34.54859451918815,28.873180352525473,18.606005522394344,18.51070022469764
Z4,15.258333333333333,15,30,weekend,49.51899474032794,27.22362730492952,32.89105564600047,36.5238241136621,25.781459908835615,21.80794609692205,19.3258372327868,17.4518936968729
Z4,21.758333333333333,45,30,normal,55.4998097249552,31.506356023729275,33.52754719804288,35.809984496858405,26.955276670620695,27.010028071741093,22.643070468370016,19.951260799563475
Z2,3.5972222222222223,35,50,weekend,32.00187778783604,21.297815715182146,19.850284887260244,19.521676089607897,16.02509960101899,17.225695273358802,12.433869374013744,12.22905164637397
Z1,12.0,0,0,normal,38.91660379316832,23.114120338428677,24.369881907138122,25.962276023168307,26.954575790437662,19.74819087295153,14.039668455994349,12.97242621677919
Z1,6.5,30,0,rain,56.10785400002327,29.957028407188854,33.20889377468457,28.265600506396247,42.0086697432696,33.12335107119107,26.296345363675762,18.06788235123371
Z2,21.09722222222222,5,50,rain,59.12900168834399,31.948591021596204,38.365167174422105,37.59404127497042,32.33250383939697,30.26215773886419,26.408939443379957,22.285635883948864
Z6,3.9194444444444443,55,10,weekend,35.665729382795206,19.561515927252074,23.411615858390288,17.11630350328803,24.139121052378655,19.024330097562007,12.829991222497554,11.70423726066484
Z3,6.177777777777778,10,40,normal,48.36106386449069,22.0000635211417,31.06473136021466,22.996057683015778,24.226146970495698,20.761384618008815,21.13294187703329,18.43035293467729
Z1,18.5,30,0,normal,56.194105449720425,30.69812122252656,31.13115470984752,36.244623903487195,36.80427111576624,25.111519193374342,23.308056274999732,16.32397942763047
Z3,18.17777777777778,10,40,weekend,59.485013601861304,33.20018596391476,43.41626323424461,38.89359604788979,27.366957086825987,27.257162816715297,33.47123332708625,16.5410348039414
Z5,12.33888888888889,20,20,rain,39.404561950885544,23.896885039780777,24.554664245074704,25.433392500960657,20.67103675940735,22.71015805076512,17.899899662122344,13.54001239579279
Z3,6.177777777777778,10,40,rain,55.68212838109908,26.201089255123346,36.61334325685964,35.69321130915611,30.037624128366716,25.619473143964175,28.312653792379894,20.850305488688253
Z3,12.677777777777777,40,40,weekend,44.6813378829255,21.424291956696116,28.39511528802104,30.71413090248805,16.965159588033014,23.227540160125816,21.036286244000326,18.258557335615645
Z2,15.597222222222223,35,50,rain,47.832862562453066,23.952021812590495,23.906142462870225,21.317818567888676,25.609282889524096,25.448834731739996,17.88980929451967,17.599464272072453
Z4,9.758333333333333,45,30,rain,40.821662545483164,26.27702830195848,22.88124171654738,22.278327550949868,23.172176846059184,20.49295375190196,14.701671282357086,17.48064540119191
Z2,9.097222222222223,5,50,normal,32.920338927462055,17.2586671294857,20.493245210179353,25.990689807996283,16.344458510891858,16.84929999622426,8.21377274325431,9.97727554424144
Z6,21.419444444444444,25,10,rain,68.71831817378687,33.74252606912561,42.65320956546908,35.42574973984305,47.411462294701984,34.95059480053111,28.46676552865033,30.5874306183439
Z4,21.758333333333333,45,30,weekend,62.80313584892625,32.383384329867134,40.571857316186126,41.36706428283939,29.422712725407777,26.52822666325198,25.764318010940915,22.944687528223557
Z5,0.33888888888888885,20,20,weekend,35.57639274556472,14.775748651100578,22.686990620761808,19.524236949279015,16.69960175021835,12.451503475344351,15.423699942769533,7.451941002252668
Z4,15.258333333333333,15,30,normal,47.308860378678965,24.925029753577437,28.980825935983574,27.690590794257005,19.61613020061177,22.463057758893218,16.259005877758447,26.058099832492058
Z2,15.597222222222223,35,50,rain,45.25574181559485,22.31146542957785,27.82214556735117,27.48904279007259,25.372375544154117,25.004428822336344,21.816312705228857,17.383895683953405
Z2,9.097222222222223,5,50,rain,39.06345701681863,23.009600884740145,22.27070163540334,21.68636053671888,15.634003048011298,21.947767960728438,12.179152802631961,14.945560241148788
Z6,9.419444444444444,25,10,weekend,40.86062177153733,22.1927974843528,27.818262459878817,22.82025657211354,18.773282250338994,21.435848785092823,19.304394701168977,15.376760042359951
Z4,3.2583333333333333,15,30,weekend,39.686621273314174,18.65657624486751,22.6571792165481,27.049113503443092,20.18331562641438,19.18295111620201,17.35095339096523,16.521458711556875
Z5,18.83888888888889,50,20,weekend,53.31753164410218,26.557879478297828,36.539863628341365,24.166243846240114,26.763402635134707,14.945763039698596,20.93652568230697,19.598356260447684
Z1,6.5,30,0,rain,60.06894983092825,38.98745594929112,32.39626725945469,36.48201580369778,40.32645190311362,30.566174541720347,18.61358015223882,25.803298129463244
Z6,21.419444444444444,25,10,weekend,59.12264231939951,32.82666378377428,43.54819062049437,38.244816304822685,37.231566945595986,33.28854485185127,22.099198172142255,21.860010448155194
Z1,6.5,30,0,rain,57.40788850769168,35.76298925237326,30.168231026570197,29.094992060241687,37.79424590444707,32.236625099016834,23.43949046229824,24.05138667395307
Z5,6.838888888888889,50,20,weekend,44.41290810864393,25.38404037242059,29.216151750576326,26.03424625352474,25.397772615431325,23.08217924135208,20.323597420428474,14.326377054580725
Z4,21.758333333333333,45,30,rain,64.61784634642211,40.37049384770284,38.2903558836134,45.99879427530124,34.265987204740235,31.183943944021998,29.3322312361445,28.159037899885792
Z6,3.9194444444444443,55,10,normal,30.53888760091968,18.00669337868466,20.93006863459509,12.516454950612946,16.634512678827228,20.219469207368025,13.209011513322029,9.171062295406877
Z1,12.0,0,0,weekend,47.56207023156319,30.17136726651543,32.45708044543302,29.881889738324485,28.687389484018265,20.25379404708949,17.733565008186446,17.748516917393882
Z4,9.758333333333333,45,30,rain,38.15686497718933,20.83336883302633,25.9196108804368,23.161091669639916,14.49090409633611,17.916667498586982,14.750874228446452,15.75536847968009
Z1,18.5,30,0,normal,55.358348054581015,29.306933614368603,31.414879021608414,27.92121688652252,40.62075778007074,22.34921234681492,19.127226053863396,24.44081182080328
Z4,15.258333333333333,15,30,normal,48.202448758271636,29.69730001932767,29.612103072368722,29.147358564163557,21.403909825506556,18.300230273555407,15.106329043497308,16.187278476922703
Z3,18.17777777777778,10,40,rain,64.30837301895886,29.263910886197728,36.88121444257685,39.126797741287035,33.95632713107063,28.415867926283568,25.309213951158032,22.215845123392842
Z5,18.83888888888889,50,20,weekend,52.96458094638795,28.851279786732253,38.517172506661396,29.711717602491653,27.27264413750579,24.556341072439206,20.96633576286246,23.220285396680495
Z3,12.677777777777777,40,40,weekend,41.448293361176006,24.409783084066675,31.77465211226238,29.768821053267825,21.623655732430503,19.910828608702676,18.421950045342186,14.687375113063702
Z1,18.5,30,0,weekend,63.21242686861968,35.94499870631875,40.0080785486692,32.440491053123566,39.20260682586256,28.934521320680357,29.266189421063437,26.158690900205915
Z5,18.83888888888889,50,20,normal,47.63614791106019,23.708342210598797,29.87807221805441,24.330103294652428,25.710632586569982,23.727436319602873,20.638532732128724,14.857829958066098
Z5,12.33888888888889,20,20,weekend,41.73482070690679,21.34686127675909,30.34497521710355,25.425659928123004,17.330867671025,16.22239937950781,20.705372507263778,17.756369964672817
Z5,12.33888888888889,20,20,rain,41.66172046535432,25.543045135425878,29.35090372104267,26.349077227849797,26.661953354229894,16.52997582484353,23.300985789873543,17.72675431290345
Z1,12.0,0,0,normal,44.544556407866565,23.595310829518922,27.9123666535936,22.82015508511253,24.191632071386017,20.17915067260945,17.468011040495686,13.484148272890433
Z1,18.5,30,0,normal,55.80236975458987,29.128463810789942,33.1540843528836,28.521908163620903,35.17145481804644,23.338945163319906,20.016643550552757,17.89555043463248
Z2,3.5972222222222223,35,50,weekend,36.402834740018136,19.374204757031396,18.98799681955022,18.850717058770343,13.661376026276221,15.550812085211854,17.518575978838385,7.885684260442457
Z1,12.0,0,0,weekend,46.86450729488683,20.94029630605597,32.76704992325439,26.109136673027425,30.04356986797628,17.475184880678334,19.757287346327345,15.964855197783736
Z5,12.33888888888889,20,20,rain,40.67805445273898,20.607784120589482,25.565228098621528,22.202315036644315,21.619247023784002,21.204111409303653,16.87460087692476,18.851916419288177
Z1,0.0,0,0,normal,36.32540995690847,18.011700868626686,21.80633381670222,21.822277867762445,23.275240342247553,16.53544634034071,9.20270913240634,9.839110201208289
Z6,21.419444444444444,25,10,weekend,65.80173949577254,31.22393017800474,45.06237777529458,35.83043549612013,34.75416125219432,31.573335771081613,21.608925055134208,21.425154887606023
Z3,18.17777777777778,10,40,weekend,58.80540642445875,35.51413380912707,40.28122916732286,39.16059655728006,27.021560919490767,22.650601426607615,32.9874721213953,24.75761619203554
Z5,0.33888888888888885,20,20,weekend,34.23103085303925,15.824528554836045,20.636849800687774,19.540502625049182,17.982042714022022,14.649114422872422,14.00686360791895,14.512804329566826
Z1,18.5,30,0,weekend,65.00283390767973,35.62005567372222,43.69383849672495,39.484816564596336,35.18451445036084,27.325367639106744,25.067096364268004,20.63315673939164
Z2,21.09722222222222,5,50,weekend,58.98907770212469,32.34194182430789,42.039551928730326,30.658742379396358,28.854201238112264,31.334314801207334,19.83485139104438,20.29417395316691
Z3,12.677777777777777,40,40,rain,42.934076027959236,24.77253209025755,29.178364501987197,33.485324342220714,24.343037437897635,23.68919254885647,16.661871377300145,20.10783499692556
Z4,15.258333333333333,15,30,rain,52.432542899976596,29.96061019191064,34.09357962767698,31.631888269330382,30.854802757465837,29.609853371620375,22.374734671593227,19.48853202049719
Z2,21.09722222222222,5,50,rain,59.16751829044846,29.302993030550887,38.40529003458674,35.42373318359898,34.02477512222888,34.636577188688335,27.685303914279714,20.445371891579786
Z1,12.0,0,0,weekend,47.3789769099682,27.616260795039903,32.524149783470506,29.541764045488076,28.44513470909495,24.314938453643645,18.54109313943819,19.50334995044812
Z4,15.258333333333333,15,30,normal,45.366355805185776,27.525337528831216,30.733839804608955,30.55621388714633,25.005112945827044,25.187961658422644,18.64489689296876,18.12667083282154
Z6,9.419444444444444,25,10,normal,35.50720547943446,17.91766789560371,23.560580241813284,21.251809477878812,20.244672614656672,18.589972258753864,11.351578869411053,10.74139612496497
Z6,3.9194444444444443,55,10,rain,33.83671263503796,18.283825420891052,26.655147911251802,22.53622594969674,23.82291106275031,18.81946989320763,14.58053390927315,11.074557652098381
Z1,12.0,0,0,rain,47.18496529556929,30.314387166169936,27.390341204072733,27.128288158068603,32.57668261417844,24.318875879674682,20.182609001618097,16.45149068834114
Z3,12.677777777777777,40,40,normal,39.094433029694585,22.031896046390017,25.90659033852186,22.133116504528903,17.506944735857857,18.723665089034025,15.589958368334848,8.149924589042062
Z3,0.6777777777777777,40,40,rain,37.49237292902402,19.440501590615025,21.266933305430662,23.345641757367915,24.311057112754153,22.9754065540017,16.02029400736874,13.725210663385845
Z3,18.17777777777778,10,40,normal,54.543419888144435,25.357648422948827,32.268664743674655,36.11217938876005,28.449052713125386,26.016075314247338,28.13899946013785,22.667958177299585
Z3,0.6777777777777777,40,40,normal,29.94843419111368,14.704076569982604,16.908886699373024,16.76554998657705,16.797977290754023,14.712839355703826,14.477337989590927,11.15782810352532
Z1,12.0,0,0,rain,50.093293015012414,30.01930108536275,26.72531459197115,26.08889247230225,37.22471506245035,25.169245770686135,14.700998952927685,21.566947884859548
Z4,9.758333333333333,45,30,weekend,37.24876237270781,26.05383333261337,25.679275932381316,25.34026711804623,20.252205333331137,12.82292231431232,14.1151016006927,17.629448524729586
Z1,0.0,0,0,weekend,35.60098682216002,24.333423730605503,22.29882579489128,19.87536345261043,24.0311427967226,15.097786192851023,15.295628333199819,12.55909771368872
Z2,15.597222222222223,35,50,rain,47.44317968024954,19.36650379577409,33.22824602072253,23.234593891526565,29.538527162943197,28.617238250347988,19.59169143291795,15.531958461127044
Z3,12.677777777777777,40,40,weekend,43.89381224931917,23.343020682640507,26.219285931290386,29.58274612917424,23.593671564084943,21.177652907975606,20.342098739655803,13.886256030353854
Z5,18.83888888888889,50,20,weekend,52.472924000532764,26.283158318253914,33.98624300511315,35.36045350120108,25.60037409869025,27.241902437552866,23.912053744113777,19.080875467591866
Z3,18.17777777777778,10,40,normal,52.80485963520929,24.066181064173886,35.899396022172404,28.639226059942388,22.170445987915585,23.830355074856644,28.171311740666553,17.955270953791977
Z6,21.419444444444444,25,10,normal,55.67205238670839,26.387212916378676,31.52446534622252,33.056912820307915,39.82308475795467,30.185257271999482,25.32126196636826,17.549550391556675
Z3,18.17777777777778,10,40,rain,63.147044079795826,35.05289060427313,36.55620060895349,38.004957973887144,32.079479197138184,32.62583504623804,31.976711813124478,23.19208476881295
Z5,6.838888888888889,50,20,weekend,43.84724891308379,24.45972489541459,34.269025017336716,26.746659301921554,18.350508134476172,20.60162794840796,19.833478438736677,15.30446556667362
Z4,9.758333333333333,45,30,normal,30.305589697364617,15.416888272938102,18.25166400639295,16.18582185037924,15.619102299612063,17.704673676819354,12.697321271543563,14.045159604854632
Z2,21.09722222222222,5,50,normal,49.34700322816427,26.971805270516857,30.375828131726916,27.179025192044186,24.07256873514001,25.987254253200494,20.791902579646766,19.346695664021286
Z1,0.0,0,0,rain,35.1974398431283,20.881682004867464,24.157366912129532,26.868526389721595,25.41957856727136,17.308739000320983,13.778306376665514,18.90263863422828
Z2,15.597222222222223,35,50,normal,42.97460508235514,16.463988043318498,23.555174865522396,26.156969738666664,21.896767399334784,19.116163385272447,15.994848725671376,14.251874218809597
Z6,3.9194444444444443,55,10,weekend,35.19115966100182,21.35064446840704,21.388709452825857,20.942631025971316,23.355653044987243,12.159849152275198,17.229494386597246,9.449611947243907
Z6,3.9194444444444443,55,10,rain,35.534581194286105,15.053991724089698,21.370278420484443,18.210153319705626,21.915321985767825,25.79646702971955,15.180734972146931,15.065176977086159
